	logFC
Zfp11	0.14749420967437413
Hspbp1	0.1474202444895618
Zswim4	0.14739627632956248
Ppp2r3d	0.14735908723107094
Dnah11	0.1473345493856676
Mef2c	0.1472480108712139
Cyp20a1	0.14722384367409933
Hnrnpab	0.14720846265199178
Xpc	0.14715587338694824
Abi3	0.1471187727833967
Xrcc3	0.1471150235175553
Mboat7	0.1471075600881826
Klc1	0.14702846481747212
Lrrfip1	0.14702261736655625
Actg1	0.14689513674271112
Tmem41b	0.14685612272373513
Vps53	0.14679599570459348
Gyg	0.14678929777581462
Cct3	0.1467449717418509
Champ1	0.14664187814817228
Afap1	0.14659854926099997
Dusp3	0.14656378479233667
Pigu	0.14655803930089684
Ptch2	0.14647394531147914
Slc25a12	0.14622754507954602
Aaed1	0.1462124464123303
Ap2a1	0.1462120928765347
D11Wsu47e	0.14613449889884986
Tjp1	0.14604657374811772
Sgsm3	0.14599999833662292
Stard7	0.14592983436192963
Upp1	0.14588445461410857
Unc5b	0.14578765422990314
Usp4	0.1456482466197549
Pcdhga3	0.14549184037467155
Bpnt1	0.14545607389042722
F2rl3	0.14542363234038602
Tmem222	0.14537484187937377
Pdxk	0.14534417096606614
Wdr82	0.14533422604629573
Nhlrc2	0.14533392499068845
Mpst	0.1453282504011237
Zfp282	0.14531597624369114
Syngr2	0.1451740234982173
Syk	0.14515551110402444
Pcdhgb1	0.14494284739871002
Nipal3	0.14481395646621253
Tmem131	0.14479011326623376
Tnpo1	0.14448919547622555
Nt5dc1	0.14447436860696583
Rfc5	0.14438801710859614
Ecsit	0.1443537060459693
Csnk1g2	0.14434417188429377
Ciart	0.14423735827310652
Phkb	0.14420861869809626
Ndufaf6	0.14409184428149574
Nat14	0.14391057351653144
Gm5531	0.14390629629529883
Psmb10	0.1439056884516455
4930520O04Rik	0.1438964242099767
Dkc1	0.14371978168237015
Zzef1	0.1436995182951557
Taf6l	0.14362295877400255
Timm8a1	0.14359240915138446
Serpina1b	0.14346169739124687
Mr1	0.1434388473160952
Dlg5	0.1434261983301848
Atp10a	0.1432768858015742
Txlna	0.14323622067521607
Arpc5	0.14318620770194357
Tmem176b	0.14316834117994817
Gm5113	0.14310396579986456
Coasy	0.14305782767275915
Sidt2	0.14304988576481895
Sdf2	0.14301684367740286
Mpdz	0.14289269594676507
9230110C19Rik	0.14283303099887504
Gm12942	0.14283254323544536
Cln5	0.14280362420198445
Nipa1	0.14268767156567413
Plaur	0.14266050966772145
Inpp1	0.14258301073361102
Mapk1ip1l	0.14254923001143038
1500011K16Rik	0.14253975466961225
Cnpy3	0.14227895256268422
Nek6	0.14218399861963446
Rbpms2	0.14217967780478716
2310057M21Rik	0.14217308678172821
Fam188b	0.14208341552285048
Nf1	0.14189950299478318
Rev3l	0.14189515968903266
Wbscr22	0.14189185593262518
Akap8	0.14186385395293563
Chd4	0.1416752749023544
Brd4	0.1416638772947628
5830415F09Rik	0.14161575786389893
Zc3h18	0.14145802140154862
Commd10	0.14130659753411765
Prps1l3	0.14129581018448045
Imp4	0.14123325538148718
Npm3	0.14115631962681927
Adss	0.14114563791786905
Zfp157	0.1410056600526069
3110057O12Rik	0.14093763643506457
Fam124a	0.14081903530208614
Prpsap2	0.1407940182257845
Skiv2l	0.14078461199015438
Csk	0.14069429635661274
Rrbp1	0.14068742036725837
Ip6k1	0.14048983828311376
Mthfd1l	0.1404854942171605
Smarca4	0.14048171902945453
Gna12	0.14026723321447748
Fbl	0.1402355399756827
Sprr2k	0.14022116816925748
Zfp939	0.14022068471700355
Ivl	0.14022052623331954
1700028J19Rik	0.14021989582040814
Ccdc62	0.14021860039218223
Megf11	0.14012599182850846
Dus4l	0.1399691665191253
Snx22	0.1399101804346651
Ctso	0.13984343232187893
Herpud1	0.13977015595546016
Cbl	0.139721755300095
Foxk2	0.13951210977001605
Zfp287	0.1394532022800433
Dbi	0.13944711259257297
Cmtr1	0.13914253235847726
Lrrc59	0.13909143429378204
Tuba4a	0.13899769247910446
Nudcd3	0.13880002912596284
Zdhhc3	0.1387610572200875
Sar1a	0.13863625490510545
Cltb	0.1386028819805178
Mta3	0.13821130677117452
Usp20	0.1381052124064387
Fdxr	0.13793700986987775
Iba57	0.13791780575407317
Atp2a2	0.1378459461657226
As3mt	0.13782690084043087
Rhbdd3	0.1377426639975072
Iqcd	0.13771092796883652
Pim1	0.1377059006228538
Met	0.13765556133568332
Rab9	0.1375512460616529
Lzts1	0.13749253601538014
Ddx23	0.13746689513650365
Gpr97	0.13731806176972813
Prr3	0.13713774052013566
Endov	0.13713331625481232
Trex1	0.13708298549906386
Actb	0.13701480284713238
Srrm2	0.1369975311070962
Epha4	0.13678008223920654
Vdac1	0.1365902439905217
Actr5	0.1365864039034859
E130309D02Rik	0.1363176288232932
Tbc1d13	0.13624389119252325
Pik3r1	0.13574827946946166
Wipi2	0.135653572031359
Gcn1l1	0.13557771818255077
Nln	0.1355604907457524
Klhl26	0.13537866804020604
Tcf12	0.13530472557271067
Ryk	0.1352976452192633
Cd68	0.13527908585709333
9330182L06Rik	0.1351732152443993
Myo9a	0.13502325535737114
Stard6	0.13499490598021574
Osbpl10	0.13492068726911002
Gfpt1	0.1348956637739432
Cbfa2t3	0.13487771923625153
Rangap1	0.13481845675734044
Ighmbp2	0.13481477619222149
Slc52a3	0.13478158665498288
Otub1	0.13473532168467114
Rbck1	0.1347117000771049
Mocos	0.13466650319261145
Ago2	0.13452358362816177
Zfp566	0.13451266101602902
Lyrm9	0.1345121100288412
Zfp647	0.13450998086049643
Cenpo	0.13450834887269308
Gm9079	0.1345082289031574
Rsg1	0.13450720404052485
Nxpe3	0.13450316547242563
Ndufs7	0.13446535165038742
Nudcd1	0.13444875771294695
Srr	0.13439656230230307
Mvk	0.13435903883485342
Stambpl1	0.13409549097546156
Dus3l	0.1340876637473244
Sirt3	0.13399843778484022
Hoxb8	0.13397039127172264
Map2k7	0.13393843519470502
Hspa4l	0.1338754119253973
Ssh2	0.13385733671094982
Ctps	0.13381906289965895
Zswim8	0.13378492474448692
Tom1	0.1337836194178608
Ankrd44	0.13375371012161064
Tprgl	0.13366039751072076
Rhbdf2	0.13358226438845333
Kat6b	0.13357183554406143
Usp25	0.13357142968284633
Evc2	0.13350046721572503
Klhl8	0.1334988329368762
Pla2g6	0.13344771893785798
Mkrn1	0.13340951352372898
Smco4	0.1333877897190635
Lrp6	0.13330117364183477
Mamdc4	0.1332360733139001
Arl4d	0.13320182174772516
Nod2	0.13296762467794604
Trak1	0.13292304806603608
Mrgbp	0.13262356219570526
Sh3pxd2b	0.13260845348923628
Ccdc93	0.13243436856128116
Rab8a	0.1323395416717824
Cdc42ep2	0.13229961718079963
Naa15	0.13228443135295398
Atxn7l3b	0.13223672882478563
Cmtm7	0.13220060899628983
Mirlet7bhg	0.13212204653424206
Etv4	0.13183241565012704
Grn	0.1318228462143466
Ugdh	0.13166779639120776
Psmb5	0.13164291312998855
Gm16702	0.13146009512755796
Zfp275	0.13144584988678074
Abcf1	0.13144428337076836
Lifr	0.13141454588930707
Rnf187	0.13133521316069213
Cngb1	0.13131463724683984
Gpr4	0.13123214704196787
Lad1	0.13123109970239655
Hmgn3	0.1311685757396569
Atg9a	0.1311066920776441
Sp1	0.1310487463629075
Cnnm3	0.13103734583017196
Mccc1	0.13103577923339432
Ddx24	0.13102841944965438
Mars	0.13100394325377848
Smim1	0.13100064892393512
Emc10	0.1309742670027234
Mast2	0.130942775383675
Osgin2	0.1309074467625714
Hgsnat	0.13080683732571094
Dynll2	0.1305247915531662
Eefsec	0.1305217632584014
Zfp36l1	0.13050865115776872
Pwp1	0.13048814837440154
Hdac5	0.13042174093546402
Stk11ip	0.13041556912576796
Rab3il1	0.1302881753260917
Foxs1	0.13028096738916214
Tyw1	0.1302795101054637
Mrps28	0.13027822762792088
1700012D01Rik	0.1302738142876199
Gnaq	0.13012583477632605
Mbnl1	0.12999198186713645
Prmt10	0.12979748917067715
Cuta	0.12965072416125492
Far2	0.1295576633556821
Hnrnpul1	0.12940126252779774
Zdhhc5	0.12939217030036704
Cbx1	0.12936879255831574
Fscn1	0.12926768270163702
Ptprg	0.1291316968154822
Tmem5	0.12904055512926466
Rab11b	0.12893726811090547
Gpam	0.12893620718507334
Pgls	0.12892568010909738
Star	0.12888489214489707
Slc25a22	0.1288770829718831
Smad3	0.12877519831894624
Magee1	0.12873937272273805
Gpr125	0.1286427576655432
Coq10a	0.12855730588441935
Arid1b	0.12835583030311315
Trrap	0.12819200691139487
Eif4h	0.12803575795947733
D17Wsu104e	0.12794014956659164
Supt6	0.12792253400530473
Msh2	0.1277992417457931
Smcr8	0.12774416499697297
Hcfc1	0.12772297508356165
Lrrc75a	0.12761968425668843
Jmjd8	0.12750218979751698
Plekhg2	0.1274832584146932
Klhl7	0.127425683089131
Kcnh2	0.12735534404053683
Golm1	0.12724281550950295
Elovl1	0.12720463816778832
Mamstr	0.12714887929808327
Trib2	0.1269988686036177
Dars2	0.12694008155349923
Exog	0.1267938057413263
Ninj1	0.12675642237913173
Nelfcd	0.12668873373562498
Zc3h12c	0.12666960388088253
Rce1	0.12658773357563521
D930015E06Rik	0.12657448587675427
Snap47	0.1265217123440589
Ctu1	0.12652108965860207
Gpr124	0.12647637439114698
Pigl	0.1264684545308717
Lman2	0.1264377471031872
Serpinb6a	0.1264335592763053
Pprc1	0.12642179712741236
Git1	0.1264125429860606
Il31ra	0.12633350426570525
Exoc8	0.12633217805493788
Fam89b	0.12631494653761152
Scn1b	0.12615225719294978
Mcm9	0.12611130878581406
Kdm2a	0.12603516216847546
Ovca2	0.12594963744744903
Ppp1r14b	0.1258593647191786
Ankrd33b	0.1258515433426784
Gls2	0.1257488102208628
Plekho2	0.12573201903970896
Polm	0.12572848244561322
Pcdh7	0.12567308331993352
Nfs1	0.12562589836030155
Pgp	0.12556362432189838
Letmd1	0.12555172444790935
Cdk19	0.1254742488692802
Phldb1	0.12545288068287777
Cgnl1	0.1254318853550366
Foxo3	0.12541896971293712
Kpna6	0.12527705613830367
Tceal8	0.1252302490366226
Fdx1l	0.1251877658277518
Exoc4	0.12509858109726332
Kdelr1	0.12508414252997513
Dars	0.12496729263432348
Iqsec1	0.12492496249220288
Slc39a9	0.12488950197292349
Tsta3	0.12481236561040507
Pigyl	0.1247690795662902
Plcg1	0.1247470871386442
Cnnm4	0.12468007686941246
Ipo5	0.12457621418042321
Map2k2	0.12453798125484629
D130040H23Rik	0.12445431904096
1700066B19Rik	0.12445414564177112
Nsun5	0.12445377880487467
Txlnb	0.1244533918351239
Cyp2u1	0.12445248498996982
Mir1291	0.12444898594714861
Dnmbp	0.12428892752813904
Chchd6	0.12425821372945206
Actl6a	0.12422843838809543
Cdc25b	0.12421158509869208
Ndufb2	0.12407199386405325
Grwd1	0.1240469761956682
Usp22	0.1238778024648614
Daam1	0.12377978302878244
Lrrc58	0.12377643232180795
Heca	0.12365269470549128
Gorasp1	0.12360640790214919
Tsen34	0.12353344439288289
Vars	0.1233778748205536
Fsd1l	0.12323721447043255
Palm	0.12320186801206302
Psmg4	0.12318794670358109
Ddx10	0.12300606380149652
Mcm3	0.12287289936931933
Rexo2	0.1228716345938291
2310061I04Rik	0.12278441996570957
Sart3	0.12274511342623026
Parp1	0.1227444583208996
Gm4262	0.1227433876066658
Tnrc6a	0.12229672872057089
Ltbp4	0.12225660472790187
Rae1	0.12223678396312951
Itfg3	0.12223538684981519
Med27	0.1222034303229281
Sik3	0.12207271513897806
Dhx30	0.12205383568687832
Hps1	0.12199541473388681
4732471J01Rik	0.12180378160763242
2510009E07Rik	0.12166704092989983
Ttll12	0.12165228917993652
Parp2	0.12164043719920944
Ripk1	0.12158938388432833
Zfp335	0.12142293457744156
E430025E21Rik	0.12141571225557289
Calhm2	0.12140232947049782
Pdpk1	0.1213876825669434
Dbn1	0.1213317553486691
Ercc3	0.12106034145878866
Ggct	0.12103491149158954
Rogdi	0.12101898545203382
Depdc7	0.12095039801655458
Nup160	0.12091742391355745
Trim24	0.1208155466458283
Dad1	0.12078915973203429
Kdm3b	0.1206424870245253
Chchd10	0.12062449450726777
Ccdc184	0.12062391469338175
Mfap1a	0.12043702524377704
Amer1	0.12041752951830358
Pcyox1	0.12040875707763528
Abcd1	0.1203731869093377
Sertad2	0.12032344536411584
Hiatl1	0.12029500089424888
Snip1	0.12024067233532074
Tcf25	0.12013356813870152
Rfx1	0.11994926258464475
Prdx3	0.11994707024588659
Yeats2	0.1198797950751606
Tdrd3	0.11985955060447895
Srprb	0.11976850489567133
Wdtc1	0.11970295241146384
Tmed4	0.11954926640332077
Zfp326	0.11934669479465897
Sppl3	0.11927647566386985
Plscr3	0.11924249411465972
Ganc	0.11920574238533074
Vimp	0.1192001966985781
Cdt1	0.11915659285955439
Gm20748	0.11908914015740213
Pir	0.11904632528580203
Usp5	0.11894024606035165
Mtus2	0.11884816835452017
Rnpep	0.11883439126299628
Pigw	0.11874443263271507
Sf3a1	0.11872545634052642
Traf4	0.11867104218559105
Tmc6	0.1185689635410107
Wdr83os	0.11853822156221808
Fam58b	0.11842019017206411
Tmem221	0.11838842268372264
Ftx	0.11828975963549125
Ttll5	0.11826745408260514
Socs1	0.11810060976835815
Tbc1d14	0.11796084951596945
Ccdc175	0.11791378245449169
Ddx39	0.11786606168005209
Ndrg3	0.11772108343936424
Lrrc51	0.11769370184205098
B3gat3	0.11761641033264388
Asna1	0.11754638611359952
AI597479	0.11748934783205936
Yipf5	0.11746457412943108
Tigd5	0.1174360045969251
Scaf1	0.11741855232399932
Pabpc1l	0.11735244227914439
Scly	0.11734849041443508
Cxxc1	0.1173285909146438
Kdm8	0.11728798211181438
Myg1	0.11723209843859297
Nudt16l1	0.11721323837286891
Fam210b	0.11705633226037038
Ddost	0.11705465840556908
Fam49b	0.11704206852037595
4930414N06Rik	0.11703478898855003
Letm1	0.11696971434523547
Ctdp1	0.11696094109602215
Slc7a5	0.11692434139516177
Ppib	0.11692178818752064
Fndc3b	0.11685942106880408
Ltb4r1	0.11683240712173572
Akap13	0.11682543996597441
Slc39a7	0.11680565473988877
Ppp2r5b	0.11668731806855258
Arrb1	0.11666735447888439
Rnmt	0.11659212246069374
Hsd17b4	0.1162953121175307
E230016M11Rik	0.11627928511980128
Zfp507	0.11627665624607532
Pygo2	0.11620930489126291
BC018507	0.11605458821180965
Syt13	0.11601680468774869
Zkscan5	0.11598907045123466
Smarcc2	0.11598708719027948
Pbrm1	0.1159839705415532
B330016D10Rik	0.11589235422559131
Cadm4	0.11588947526534722
Zbtb44	0.11584293943545731
Xpnpep3	0.11578865807254249
Wls	0.1156417608655632
Golt1b	0.11560855460136522
Rgs7bp	0.1156035745916282
Agrn	0.11558122167625393
Emg1	0.1155129310283187
Apip	0.11538167425000703
Ubr3	0.11525818360176748
Chd9	0.11520720511252308
Mcur1	0.11520381407866385
Cnn2	0.11515237678741673
Slc9a6	0.11511237341510502
Hsp90ab1	0.1151036738705442
Mfap3	0.11500750077715875
Mgrn1	0.11495271637594098
Ercc6l2	0.11490976577236027
Spata5	0.11489940195368126
Efr3a	0.11483581442006623
Calr3	0.11474052427785364
Atxn2l	0.11467693956112714
Vav3	0.1146569373460516
Tspan9	0.11462868101183153
Ehd2	0.11462532233945692
Dcaf6	0.11459954416620959
Tcf3	0.11458624948667469
Zfp296	0.11458600407639861
Deaf1	0.11456240502086182
Sepn1	0.11441745043899962
Farsb	0.11435649626074866
Pdrg1	0.11435262840715006
Urb1	0.11425940935451494
Mettl21a	0.1142073639059375
Wdfy1	0.11417019147563154
Med18	0.11392101253999601
Apoe	0.1139119887275394
Sqrdl	0.11385314487134657
Rusc1	0.11372113576679542
Clasp1	0.11370973058377183
Hdlbp	0.11370244514454068
Basp1	0.11367292573461357
Parva	0.11362584266798381
Pinx1	0.11358012735899634
Hipk3	0.1135554521184331
Ube3c	0.11354316982974078
Dock6	0.11343598374180164
Ints9	0.11337159924011936
Slmo2	0.11332072946160297
Map3k5	0.11331502768845
Arfgap1	0.113262967785922
Agpat9	0.11326115339393343
Strn4	0.11320333982301947
Lrig2	0.11320026075206105
Rev1	0.11315989718922488
Phlda3	0.11310910402668437
2410089E03Rik	0.11306771464873439
Rapgef4	0.11303710390528866
Hist3h2a	0.1129260318906036
Dusp23	0.11280935146489693
Apc	0.11277046676933808
Gss	0.11275999513154067
Stk38	0.1127512138864923
Slc33a1	0.11273164024513145
Fbxo42	0.11273153086007273
Fam53c	0.11267896440652966
Bsg	0.1126545548845119
Pdk2	0.11259990034747586
Sac3d1	0.11256559189538654
Aco1	0.11246839594582517
Camkmt	0.11242831403055135
Ttc17	0.11238153606365482
Galk2	0.11232390287669991
Tmem263	0.11229810621430342
Lrrc41	0.11216794694198493
Ndor1	0.11213412420598727
Nr4a2	0.11188534797935001
Srsf9	0.11184868730391134
Prrc1	0.11173705768542364
Sgta	0.11166272433895799
Cpsf1	0.11150160216442451
Fam207a	0.11142417997361886
Fndc3a	0.11134695366281191
Mcm7	0.11124951896910015
Mcfd2	0.11123363990214577
Slc35e3	0.11121406397430862
Ptrf	0.11121308883516925
Rnf113a1	0.11107697473512003
Gnl1	0.1110150667688597
Gramd1b	0.11101184282324486
R74862	0.11096714598775298
Mvb12b	0.11090628113233725
Foxp4	0.11090575754709203
Atp6v0a1	0.11087638898694557
Ctxn1	0.11085474343236018
Set	0.11056367731833738
Akr1b10	0.11051344247370412
H13	0.11051237662083914
Srrm1	0.11046191197087545
Josd2	0.11045475524933258
Rps6ka4	0.1103993887043869
Fbxo6	0.11038607082733339
Usf2	0.11034423216204421
Usp40	0.11026400692165421
Poldip3	0.11004020964890195
Cog4	0.10998029729306819
Adpgk	0.10994521738037974
Cox15	0.10993802614416184
9230114K14Rik	0.1099121278255633
H2-K2	0.10990146039110038
Parp14	0.10987397081264638
Ap1g2	0.10984862290550594
Eif4ebp2	0.10982106074503559
Zdhhc20	0.10975166276614841
Bri3	0.1097471648280001
Sptbn1	0.1096687603388466
Gas7	0.10939025304866531
Khk	0.10937857398558065
Atp5d	0.10931518812001274
Ntmt1	0.109195644412053
Lamp2	0.10918199820120345
Kif13a	0.10915719748157997
Plp2	0.10913456663992646
Phf8	0.1090807012510536
Zer1	0.1090462846574247
Vps18	0.10903214205507625
Pgam1	0.1089086583094105
Taok3	0.10885401826570862
Jmjd7	0.10877750633874278
Nudcd2	0.10876594230032942
Tmem106a	0.10871114636714756
Gtf3a	0.10866970449635713
Zfp788	0.10851533978587732
Shq1	0.10851186874987374
Gm6654	0.1085090658664818
Dck	0.10846387826573303
Snrpn	0.10836879047899693
Parl	0.10833752459015145
Atp2b1	0.10832726312206387
Atp6v0b	0.10832592618421931
Pno1	0.10813500034594754
Arsg	0.10798549908693882
Cox11	0.10790287577501005
Snx29	0.10774693900003056
Tnnt2	0.10773970684338537
Crebl2	0.1076816398063168
Sart1	0.10763908572652592
Tnrc6c	0.1076183518494762
Mb21d1	0.10743170387273662
Edem2	0.10735959074942478
Nlgn2	0.1073167748065982
Cic	0.10724405630690928
Wdfy2	0.10722682881337595
Zfp532	0.10715529114086923
Dnaja3	0.10706607273837619
Il6st	0.10697686470737564
Kif1b	0.10697323961987935
Got2	0.10692457659185896
Uvssa	0.1069189870493009
Atp6ap2	0.10686104708091977
P2rx1	0.10682246312832924
Zfp420	0.10681913952435433
Gpatch1	0.1067944568180363
Tspan2	0.10672143149727903
Spg21	0.10661021791913589
Tmem65	0.10655113584733424
Ubiad1	0.106435279016592
Chd1l	0.1063510337326944
C1qbp	0.10624825753891089
Capg	0.1061840669090151
Slc19a2	0.10605625703782547
Nmnat1	0.10604327457717443
Msh5	0.10603653245433663
2610034B18Rik	0.10594396851711561
Dut	0.10591493257785994
Pafah2	0.10591011086448654
Lyn	0.10589895515070201
Vps33a	0.10580397466489952
Rnf26	0.10574809602577967
Gm20319	0.10565829898168952
Copb2	0.10558697363283873
Eif6	0.1055826180648487
Slc35b4	0.10547600395588444
Gpd1l	0.10544072648579304
Heatr6	0.10542183526776834
Pkm	0.10540637705630049
Bloc1s2	0.10535840782808542
Ccnj	0.10533129987376745
Rere	0.1052666510487723
Flywch1	0.10523515901491526
Zfp36l2	0.10517723103348046
Zfand3	0.10510482063007509
Krr1	0.10508735475142207
Wdr46	0.10501260341468786
Leprel2	0.10498470133264931
Senp8	0.10483326071840164
Xpa	0.10481547859044968
Qrsl1	0.1047564049220508
Eftud1	0.10475030977103837
Recql4	0.10472106104475959
Nedd9	0.10469554501351697
Wdr12	0.10466244873760769
Dpm3	0.10459999938809061
Igfbp4	0.10442744624339168
Akna	0.10434688979598643
Zdhhc9	0.10427055159167764
Il20rb	0.10425915877315554
1190002N15Rik	0.1040205416496732
Alkbh5	0.10399866831931837
Wdr19	0.10389578845693621
Smim4	0.10387655522941901
Ino80	0.1038284044141749
Tbc1d8	0.10381299010764743
Ttc38	0.10379286098029764
Traf3	0.10379234558350126
Shf	0.10377329693216711
Dcdc2c	0.10375593785204258
Pcid2	0.10370283568617128
Rbm42	0.10368239757086531
Nxpe2	0.1036812167696992
Maml3	0.10367070922368943
Eftud2	0.10356880896544861
Angptl2	0.10355326428345378
Cdk14	0.10353339612494551
Flcn	0.10351059416740845
Abracl	0.1034812884677242
Sbf1	0.10331930273361155
Cited2	0.10323947546873416
Slc35a4	0.10321678576445294
Ino80dos	0.10313930493624018
Polr2b	0.10307507644956701
Rreb1	0.10300163187678661
Ddx47	0.10299870431294994
Zdhhc7	0.10299044331828215
Zfp597	0.1028518355397536
Mrpl38	0.10278959465303032
Xxylt1	0.10274624388211051
Uba6	0.10262178176110429
Pdss2	0.10255648975681299
Sypl	0.10239988311317975
Idh2	0.10235634698545243
Lactb2	0.10225400173764547
Lzts2	0.10217350869530693
Mmp28	0.10215383576879664
Tspo	0.10214882153042498
Taco1	0.10209654931051235
Tmem17	0.10208758987780148
Dnase1l2	0.10208736219074407
Hist1h4b	0.10208610268531247
1700018L02Rik	0.10208563330596204
Lrrc25	0.10208537942327696
Aqp11	0.1020851006281478
Dcst1	0.10208434391447127
Cmbl	0.10208208831530208
Shpk	0.10208165049369092
Anxa11	0.10200779075164448
D3Ertd751e	0.1019594739237906
Mtg2	0.10195827660828481
Coq5	0.10187543719768259
Gprasp1	0.10180028336387785
Faim	0.10172794198474505
Il17ra	0.101723567408577
Gtf2h4	0.10149673875268489
Cpq	0.10141593740301708
Cdk5rap3	0.10137492629857944
Lin7c	0.10119286774149934
Adk	0.10111311493258165
Pop1	0.10108683940754608
Gle1	0.10106374329906383
Trmt1	0.10098336137986146
Rhobtb3	0.10093274598396658
Twf2	0.10089011757803246
Nol10	0.10073061173338338
Map4k5	0.1006839939500349
Thada	0.1006608389348335
Tmem9	0.1006192806232508
Slc35e1	0.10053659129219482
Egr1	0.10051611312328904
1110007C09Rik	0.10049624133114242
Tada2b	0.10043947815592925
Gadd45a	0.10039710116103284
Tbc1d32	0.10034265464711024
Enox2	0.10028257960538227
Ctbp1	0.1002428070815423
1700037H04Rik	0.10023668500808217
Fzd5	0.10022734665270756
Ddb2	0.10022239600460175
Gltscr1l	0.10015111690203768
Zxda	0.100102000633307
Lynx1	0.10006497396790633
Spp1	0.09991753928067408
Zfp787	0.09990227293746397
Zfp251	0.09988561475628273
Lman1	0.09988539067304564
Mon1a	0.09983799156600201
Eif1a	0.09981062735013244
Arsk	0.09977812053565466
Ptges3	0.09977504402339525
Mib1	0.09977405483786526
Glipr1	0.09974066110553191
Gm20300	0.09957856196622676
Ubr2	0.09957034255713389
Gpaa1	0.09943182235253478
Ablim1	0.09919241476150224
Fbxl19	0.09906553736257023
Zfp382	0.0990053408097252
Dhdds	0.09899883237375383
Lyrm4	0.09884733404705662
Gfm1	0.0988149243219786
Nsd1	0.09879221918012815
Ankrd29	0.0987210520212722
Nolc1	0.09866520403993521
Osbpl3	0.09863390020449342
Sec23a	0.09856308360365806
Dpp3	0.09849506062868318
Ppp3cc	0.09834326907086842
Aph1b	0.09824369641322903
Tex10	0.09819399413841491
Bola1	0.09813885390889389
Wdr3	0.09813345308475332
Rnh1	0.09812610245597027
1810058I24Rik	0.09809021326494717
Zfp423	0.0980443675580171
Wnk4	0.09782207123614799
Fnbp1	0.09781518546751394
Ralgps1	0.09776078970471386
Bnip3l	0.0977098808188085
Casp2	0.09762410705717378
B230206H07Rik	0.09761173168844635
1700008J07Rik	0.09760660078340058
Wdr76	0.09756862834074341
Zdhhc18	0.09754889827289846
Tmsb10	0.09742087757056309
Sec22b	0.09734132330989143
Sepsecs	0.0972753631828126
Ergic3	0.09722572058046108
Arl2	0.09692488932951976
Apex2	0.09692412834531243
Baiap2	0.09691571501145606
Rab33b	0.09686573148222204
Dock1	0.09674288965488538
Kazald1	0.09671862599519498
Comt	0.09670520523425989
Fntb	0.09658911227820352
Pcbp1	0.09657956950695366
Lin37	0.09657004183511446
Ubl4	0.09654541902094443
Fzd6	0.09654375730179642
Pdia6	0.09652583138490152
Xab2	0.09648036434435169
Fbxo17	0.09644229837383904
Vps39	0.0963842654658273
Eif3j2	0.096321091665639
Lca5	0.09629418116295427
Npepl1	0.09628962539895422
Hagh	0.09622968854942869
Jmjd4	0.09618697007219411
Ppp1cb	0.09618662068899432
Rps16	0.09616803810011225
Mecom	0.09616799587236571
Dennd1b	0.09614690050100262
Scaper	0.09607944270224146
Mtfmt	0.09602284350497137
Supt7l	0.09601676453570941
Cerk	0.09594887297125275
Ddx18	0.09594455035720821
Tufm	0.09587713315150988
BC017158	0.09586702557046958
Tmem205	0.09584117872343545
C130074G19Rik	0.09584037415875983
Vcpkmt	0.09568377991433487
Timm13	0.09567087823225436
Zfp292	0.09562253463749341
Dirc2	0.09555161849586491
Afmid	0.09554283962562045
Cdc40	0.0954897825983292
Slc11a2	0.09542083698752722
Notch2	0.09538843303897104
Wrnip1	0.09531104129857806
Mtmr10	0.09519244335002784
Oasl2	0.09518754690752577
Rad23a	0.09506813787149272
Mast4	0.09504825356815814
Stxbp1	0.09503002960955705
Phf12	0.0950193743168623
Oasl1	0.09501622503396888
Tmem185b	0.09501424638016082
Poll	0.09493378580206314
Scamp3	0.09484067710670517
Cdc42bpb	0.09479490524173553
Ranbp10	0.09475770379293783
Def6	0.09473006137685275
Cpped1	0.09456522158271827
Trp53	0.09455711529519181
Creld2	0.0945445213486312
Tex261	0.09444933151862854
Dolk	0.09441106364682104
Cmklr1	0.09432429769517074
Cx3cl1	0.0940448509557711
Ddx56	0.09402677599315983
Polr1e	0.09396460555973603
Vcam1	0.09395415887347762
Ywhag	0.09389360922608635
Paxip1	0.09368414511105826
P4hb	0.09367628994048079
2310001H17Rik	0.09357559903777887
Diap1	0.09354462432500625
Hint2	0.09347280702836498
Ptpn23	0.09340332982119363
Iqgap1	0.09332912834857157
Aco2	0.09330043210007938
Usp24	0.09327943661939343
Bcas3	0.09326448912474576
Zfp953	0.0931937827227776
AI839979	0.09319085705282507
Tti1	0.09317732280893491
Siae	0.09316075273098172
Tfpi	0.09307800019404809
Gm14322	0.09305875898567734
Fan1	0.09304143662962351
Tmx1	0.09302153872042823
Atxn10	0.092911988477943
Erp44	0.09284659026784235
Psmd2	0.09282351568603976
Cd14	0.09280674774171112
Tmem163	0.0925552948414265
Timm17a	0.09254874131997755
Fmnl3	0.09252278517216868
Msantd2	0.09251899811688957
Tctn1	0.09245416126671797
Tsc2	0.0923918304434874
BC030336	0.09233093449748368
Tm9sf3	0.09214192146352938
Asxl2	0.09213566849201929
Nr2f2	0.09208435922150372
Acad8	0.09207093359177598
Ubr1	0.09206684752022981
Wdr77	0.0920314551426754
Rbx1	0.09198233437966034
Retsat	0.09197183076566132
Thbd	0.09195458553153804
Gm1821	0.09190204921881918
Mcu	0.09175794631377861
Ubald1	0.09173250860163015
Dhx35	0.09162370882290839
