	logFC
Smad5	0.09161095353109833
2810429I04Rik	0.09144582801193211
Ppp1r14a	0.09143951124674578
Aloxe3	0.09143921120219878
Obp2a	0.09143832425623946
Psmd3	0.09142286726924333
Osbpl8	0.09137980365564399
Diablo	0.09137733290845126
Agpat6	0.09134061624200314
Wiz	0.09133553906914858
Fam162a	0.091285270354078
Amdhd2	0.09124334287977641
Mios	0.09117597648986123
Traf3ip2	0.09109166560398986
Atg9b	0.09108641772358728
Epn2	0.09105469894883964
Chchd3	0.09088008056664003
Cabin1	0.0908637288470861
Nufip2	0.0908558595999068
Olfml2a	0.09083682652476903
Smg9	0.0908230317428457
Ceacam1	0.0907584785980982
Mrps18b	0.09074729977536365
Cops4	0.09071858660537287
2810006K23Rik	0.09069878148611739
Uck2	0.09059652377228797
Shox2	0.09058749166270012
Npc2	0.09047838973965307
Gcat	0.0904106306269855
Gm14436	0.09037065525394086
Dscr3	0.09035507557790678
Cnot1	0.09032357414102064
Ralgapb	0.09027324107234125
Sun1	0.0902709859120366
Fam222b	0.09018149158073087
Ppp6c	0.09017107430775724
Arhgef12	0.09002381983441779
Mrpl23	0.09001412892827312
Map4	0.09000562459708707
Pola1	0.08994939637249756
Tulp3	0.08993096062758509
Cmah	0.08977855061510748
Tsn	0.0896758253400617
Vrk3	0.08966235479398692
Nup93	0.08960319910256724
Atg4b	0.08957538762760262
Trip12	0.08957519795573116
Adck2	0.08954072021721086
Mpc2	0.08946326546587839
Nelfb	0.08940233282766535
Prdm15	0.08939058884743738
Tbc1d8b	0.08936674188862975
Nhp2l1	0.08933737239154696
Gpkow	0.0893080457401306
Hoxb2	0.08926760401447661
Ccar2	0.08917950509980456
Morn4	0.0890743370335928
Pip5k1a	0.0890652952864639
Htt	0.08906022247231124
Sde2	0.08905756787007162
Sh3bp1	0.08904576635631367
Ankrd17	0.08904253275413641
Dnajc4	0.08903198176091129
Zak	0.0890054706453136
Nufip1	0.08896441276889346
Ctdnep1	0.08880802972669993
Slc15a4	0.08873390974289008
Eif2b4	0.08857414576145939
Mars2	0.08856356836773713
Cog5	0.08855809781963173
Wdr45	0.08848545015627315
Taf6	0.08844657275247031
Unc5a	0.08841167521663594
Mcm2	0.08839460109052193
Shkbp1	0.0883803180726879
Xpo7	0.08824301652644882
Gys1	0.08823571032614846
Macf1	0.08818885954436208
Ldhb	0.0881501872173134
Znrd1as	0.08814395082553173
Orai1	0.0880503160480939
Sec13	0.08800358204761936
Cep41	0.08797863488602559
F5	0.08782936937640268
Phb2	0.08778048748478451
Cand1	0.08775540751253204
Dhx16	0.08762617455169192
Ccdc88c	0.08759997470611955
March6	0.0875419088159883
Ppp4c	0.08745012790056339
Safb	0.08731221101855317
Fabp4	0.08729351317198794
Homer3	0.08726980571827318
Pus10	0.08720695816255579
Dcaf7	0.08713841213229177
Pex2	0.08712513549025852
Stam	0.08710935734085441
2810403D21Rik	0.08697969923147311
Nxnl2	0.08697830584246134
Catsper2	0.0869781326936526
Cd300a	0.08697700168135919
Pask	0.08697613226240423
Guf1	0.08687994213597383
Sf3b3	0.08687058632585315
Cpsf3	0.0868649143584746
Prickle3	0.08686100347160682
Eda2r	0.08675859444329097
Rab3gap2	0.08673631202552433
St6galnac6	0.08669117674717827
Mllt6	0.08665769879904898
Nme6	0.0865795564913913
Alg5	0.0865713822410511
Cebpz	0.08657055703945717
Tmem171	0.08655990207109199
Armc6	0.0865464885110602
Ints7	0.08650511616560133
Mthfd2	0.08647732480391443
Osgin1	0.08636004271588762
Rasal2	0.08632388985193352
Enho	0.08631139324845567
Tmbim6	0.08628007255617441
Hps4	0.08625769278847688
Exosc2	0.08622369528365126
Atp13a3	0.08620044626616061
Ccdc90b	0.08611709347787609
Eprs	0.08607812564745897
Shisa5	0.08595507520345552
Ppif	0.08586425843804346
1810037I17Rik	0.08585544776060337
Ikbip	0.0857072120016258
Xrcc2	0.08570049161209059
Otud4	0.0856837052687089
Arglu1	0.08564577495408845
Lmbr1l	0.08552442191078352
Ttc3	0.08551135404144337
Terf2ip	0.08548831290556907
Ptk7	0.08546064717238243
Hdac2	0.08545575225359467
Jade3	0.08515405606782059
Gm5595	0.08505916057674621
Cdc14a	0.0849520466894384
Klhl23	0.08492807494247653
Adi1	0.08485636481480355
Dnajb1	0.08484273127320092
Mansc1	0.08482198848533894
Ankrd52	0.08475878034676924
Utrn	0.0847085456768412
Gpr108	0.08440909421823628
Gtf2e1	0.0844015361607138
Mon2	0.08422606304703374
Eif4g3	0.08422104776641057
Pitpnm2	0.08414401353409064
Mmab	0.08403983038349527
Sugp2	0.08398660192725817
Tyw3	0.0839750830851676
Gm12603	0.08393838465094884
Capn1	0.08389554590689888
Slc48a1	0.08385471475859592
Idh3b	0.08385346243504345
Lmbrd1	0.08379388123653528
Fbxo28	0.0837325722458742
Cnp	0.08372134934346538
Plxnd1	0.0836864592099963
Sirt6	0.08366187340077696
Abcd3	0.08365204511498288
Socs3	0.08349538517997397
Shisa4	0.0834253062717842
Xpo1	0.08329737916857209
Ptprr	0.08323907256057558
Vegfa	0.08315419717046403
Sf3b5	0.08315275060726127
Cdca7l	0.08303750973221227
Abr	0.08302918142509957
2900097C17Rik	0.0829560617295763
Lnx2	0.08283366677446706
Ppm1g	0.08276114710043644
Chd6	0.08263585120567621
Ginm1	0.08260891712858667
Arhgap42	0.08251153767548146
Hnrnpu	0.0825066828070338
Npdc1	0.08238552562919729
Iqgap3	0.08229118762179645
Mtrf1	0.08225675285558988
Lamp1	0.08225403277358463
Nacc1	0.08219635652814153
Ipo8	0.0821590478609225
Nme7	0.08212827287722635
Nudt7	0.0821280028200711
Rab40c	0.08212628357125998
Rb1	0.08198980280252505
Prosc	0.08195330712468203
Apoa2	0.08190841101200207
Mxra8	0.08175299777097124
Farsa	0.08174878593258658
Pogz	0.0816446064148644
Tmem258	0.0816081261313493
Lekr1	0.08160792786685557
Son	0.08154390221754697
Ncapd2	0.08151740949696228
Zfp407	0.08145667232634937
Stx4a	0.08142804298014528
Uqcrfs1	0.08136365508112814
Copa	0.08134657466217478
Apobec1	0.08131958399227433
Trmt13	0.08124450471522664
Smarca2	0.08121142591303218
Fam160a2	0.081163557786959
Zfp865	0.08111448273845191
U2af1l4	0.08107173742404537
Ammecr1	0.08104541402174206
Nr2c2ap	0.08103556423555897
Gm6644	0.08097992171460976
B3galt6	0.08097936494942203
Pitpnm1	0.0809374776163971
N6amt2	0.08090024757146934
Bhlhb9	0.08089233051906386
Utp14a	0.08082352969472259
0610011F06Rik	0.08074021910210977
Arid1a	0.08069583421846724
Rccd1	0.08064213682982861
Eif5a	0.08062488535732362
Cstf2t	0.08061957604363006
Pef1	0.08061160843477773
Brat1	0.08059236798336157
Eef2k	0.08052260213132949
Rbm41	0.08047114219744973
1110008L16Rik	0.08047066070268269
Cuedc2	0.08041014662593637
Mob3a	0.0803931504904459
Cs	0.08033551001110986
Rras2	0.08033200196865559
Cltc	0.08006170775181456
Gm9776	0.08005315753635746
Zfp26	0.08001642663232557
Man2c1	0.0799498973326972
Psmd11	0.0798321825583554
Gdpgp1	0.07972946603428156
Tmem87a	0.07972932928420186
Slc30a5	0.07959125600916828
Cbr3	0.07956973466077277
Lasp1	0.0795603586076472
Arfip1	0.07952101300435385
Alkbh1	0.07951359949348633
Pias4	0.0794522469184092
Rsl24d1	0.07944001041379554
Ints1	0.07937221654096792
Tnrc18	0.0793409486138834
Slc37a3	0.07924944347756789
Gng12	0.07922334317470177
Zdhhc16	0.07921345528713618
2810004N23Rik	0.07914463187392533
Psmg2	0.0791292052129081
Glrx5	0.0791137987385794
Psmd14	0.0791072028992086
Ranbp3	0.07907343557948303
Tbl1x	0.07906239141805645
Lsm10	0.07905149000424568
Hsdl1	0.07896453765819157
Qser1	0.07893648207415904
Bysl	0.07891147298487017
Mtmr4	0.0788919806306223
Atg4d	0.07883959050975024
Prkag2	0.07879367601435762
Rin1	0.07877603980024168
Kcnj2	0.07853087858643831
Ddr1	0.07849311354765932
Tmem11	0.0784712720394559
Mif4gd	0.07843548897386403
Tubgcp2	0.07834223322754293
Sh3glb2	0.07834022904930822
Krba1	0.07823971183199303
Fam134a	0.07823874251755467
Kank1	0.07820668055057932
Tmem110	0.07805177053831282
Pias3	0.07804879979836579
Dusp14	0.07799332837189873
Tmem218	0.07792308531767501
Cnbd2	0.07784125545093167
Kif1c	0.07782635448810178
Spin4	0.07773520620859012
Apln	0.0775600495982645
Sept6	0.07756000942877889
Zbtb17	0.0773866249300641
Cdk16	0.07732423688468433
Zc3h4	0.07715980503686447
Tax1bp3	0.07704577055720682
Sec14l1	0.0770335367903374
Ufc1	0.0770148788193609
Dapk3	0.076973429501465
Pebp1	0.07696880083665324
Bin1	0.07693062250630393
Snhg7	0.07688010837668056
Prmt6	0.07680619136097301
Fam149a	0.07675605514643104
Pex16	0.07674898527972045
Trim32	0.07673523940111028
Serac1	0.07672579064282821
Tmed9	0.07667286258672083
Ubox5	0.07666732906639018
Slc31a1	0.07665236017083382
Scamp1	0.0766518122928374
Tmem170	0.07664697989121912
Eml3	0.07662218878569099
Top2b	0.0766162550985296
Tnk1	0.07660874422362302
Eif3d	0.07643501569344018
Arhgdib	0.07636375785955324
Hmg20a	0.07636104196664939
Uba1	0.0763583562989976
Eif4e2	0.0763391611775415
N6amt1	0.076316929370811
Klf2	0.07626596989415763
Pou2f1	0.07624920269834799
Aars	0.07612141218213914
Gm8234	0.07609089599505818
5031425E22Rik	0.07609086503214321
Cisd1	0.07609061956913034
Enpp6	0.07609010018341994
Dpy19l1	0.07602368058729375
Atad1	0.07580857294857393
Idh3a	0.07576839228605109
Synj2bp	0.07572370846138801
6430548M08Rik	0.07570620785438462
Spata2	0.07569093819847506
Mbd3	0.07558223829401742
Ing3	0.07547231712646281
Atraid	0.07546794167503104
Spcs2	0.07541514920528607
Nid1	0.07540446512431398
Lrpap1	0.07534871184022615
Sepw1	0.07529501583342958
Sept8	0.07511385988213873
Zcchc14	0.07506769752341269
3110056K07Rik	0.07491775836872949
Gabpa	0.07491639995161273
Klhl5	0.07491585803450018
Ap3m1	0.074842086074091
Zswim6	0.074770331677362
Ncoa3	0.07473908265305694
Ddah2	0.074653842571858
Dhx8	0.07460714332289471
Pqlc1	0.07445413113300776
Prr13	0.07444225063000351
Ddx3y	0.07443734887305356
Cdc34	0.07442297404325804
Rcc1	0.07442281595027182
Thtpa	0.07441392149597112
Mrps18a	0.07438850706060275
Mybl1	0.07437530838995184
Agk	0.07435693004319043
Heg1	0.07433728674336561
Gorab	0.07424368163483328
Elac1	0.07410206564654877
Foxn2	0.07408623595662679
Hykk	0.0739394187348162
Tomm40	0.07392960945317083
Psme3	0.07388522971193151
Psmg3	0.07385450188788475
Wdr43	0.07383317727441621
Vps13a	0.07375599439094109
Pam	0.07375193396453544
Il4ra	0.07371276916065683
Wdsub1	0.07364971645503411
Ndc1	0.07364298391673249
Atg16l1	0.07355927829435527
Cdk5r1	0.07351728731495986
Clca5	0.07351692063854585
Pabpc4	0.0734660985238772
Zfp661	0.07345793173394184
Agfg1	0.0734456788187239
Fgd6	0.07334435100617102
Lrwd1	0.07323787642522665
Pnisr	0.07312673135061011
Spata1	0.0731141594184764
Ptrh1	0.07310277034790716
Ppm1a	0.073050006962378
Nfx1	0.07303317336646858
Mrfap1	0.07300033587798435
Eri3	0.0729513791746278
Zfp940	0.07293344048622374
Vipas39	0.07292366141873272
9630033F20Rik	0.07286688513984957
P2rx3	0.0727696078953863
Nr4a1	0.07274810985707639
Sfpq	0.0727450008108143
Ube2j2	0.07274248946066675
Fignl2	0.07270229662597767
Dock7	0.07265043262838587
Gm1966	0.07254251952067267
Rbm15	0.072540750841655
Fam171a2	0.07249354589239887
Top3b	0.07246595772514111
Nup214	0.0724489372051671
Pigk	0.0723836909634157
Timm8b	0.07226085332543923
Crcp	0.07217213661928962
Det1	0.07217157891119813
Znrd1	0.0721605411045295
Ddx51	0.07208577914241558
Eif4a3	0.0720800842167123
Strn3	0.07198795370912853
Clpb	0.07180833120396772
Hspa5	0.07177145366263296
Fam53a	0.07174348794887975
Ptk2	0.07173376581866434
Plac1	0.07171548042895032
Angel2	0.0715919753643273
Spop	0.0714230469435777
Reck	0.0713381007195134
Zscan20	0.07125939342154879
Ccdc116	0.07122277695872407
Ubxn2b	0.07113835845906001
Zrsr1	0.07113385080423683
Arl6ip6	0.07103918352197378
Esrra	0.07099601502720487
D10Wsu102e	0.07095837444827065
Pde4d	0.07095062810709155
Htr2a	0.07086044090319299
Enthd2	0.07084158512275719
Arsb	0.0707575265015496
Tob2	0.07073294072485617
Bptf	0.07069621630481339
Zbtb45	0.07067650583777506
Fbxl14	0.0706115284425538
Fbxo7	0.07060493557859594
Tep1	0.07054755440003527
Frmd6	0.07043792773205976
Iqck	0.07038235964616409
Psd3	0.07032136082017648
Hnrnpl	0.07029571981643784
Acbd3	0.07022672283262248
Fh1	0.07009987450107485
Rnf7	0.07007138520047124
Ep400	0.07003205686754597
Xpo5	0.06999681607644935
Anapc7	0.06988656369052439
Sned1	0.06986332357627943
Dctn1	0.06976028213559733
Fbxw5	0.06960506593165396
Mlec	0.06959402230702538
Dedd2	0.06957904072395577
1700021K19Rik	0.06957145382557763
Txnrd2	0.06954279697020357
Pdcd2l	0.06948035539682583
Fam57a	0.06944778519852898
Arhgef6	0.06934773327033328
Plxna4os1	0.06934291536599746
Setx	0.06921101478391561
Gsr	0.06921001349666309
Tldc1	0.06917332746703493
Cherp	0.06914490436835097
Tbc1d10a	0.06910421993630068
Tmem161b	0.06909337707296362
Khdrbs1	0.06895739736761544
Ndst2	0.06889514441425085
Sfxn2	0.06888193789504285
Mapk3	0.06864824009516901
Ncbp1	0.06863638209862367
Thoc3	0.06860664811499367
Leng8	0.06859405825276388
Zfp784	0.06853323078605024
Bcap31	0.06848428893110955
Nhsl1	0.06846110051147003
Zkscan6	0.06843114867308595
Akap7	0.06831363220041849
Rnaseh2a	0.06827461899438315
Morc2a	0.0681333217599185
Map6	0.06808612300436664
Acin1	0.06802527044051518
Trip10	0.06800142487527432
Psmc5	0.06792161045269736
Bckdk	0.06769964981179574
Bccip	0.0676683262771291
Aste1	0.06764786186163572
Prr24	0.06758288793173133
5033406O09Rik	0.06757224244796069
Mga	0.06756788655826178
Tor1aip1	0.06755235826896104
Srd5a3	0.06751120420732988
Arpc4	0.06750037699269601
Zfp707	0.06749262208332368
Rabl6	0.06741406633407968
Zfpl1	0.06729744784949335
Wbp11	0.06728607640843146
Ifih1	0.06719949659099596
Sec31a	0.0671857259324744
Med17	0.06715571343137164
Kansl1	0.0670716806008107
Cep95	0.06706359104172528
Stk40	0.06700820007805107
Ssbp3	0.06693029310650844
Arel1	0.0668224535184822
Dnpep	0.06679707590971758
Fbxl6	0.0667959168704411
Polr2d	0.0667695682038851
Commd9	0.06673807562301685
Pcgf6	0.0666449693734423
Tor1b	0.06662219302316591
Pld3	0.06661562909462693
Foxo4	0.06654475312971808
Mthfsd	0.0665118299908771
Foxred1	0.06643712980125847
Tmem220	0.06638581929521688
Bmx	0.06636251141131902
Arhgdia	0.06632547010124203
Lars	0.06632210863929276
Plaa	0.06631465817209825
Zfp57	0.06628778181769356
Trpc4ap	0.06621495321991584
Slc26a11	0.06620325183969392
Tbc1d1	0.06619622721302396
Ptbp1	0.06616220577455255
Jund	0.06613598603305024
Ophn1	0.06612017565264323
Sp140	0.06611982034456831
Rpf2	0.06602619207380211
Rbak	0.06600376306027801
Zfp36	0.06598521973991009
Trim46	0.06591632935345125
Churc1	0.06590377961093496
Nin	0.06587715106737548
Gm527	0.06555900199581789
Fbxo46	0.06555803133235487
Trim8	0.06552676513661022
Arhgef2	0.06541955081181418
Pld2	0.06541918856381448
Magohb	0.06533075305632552
Bloc1s5	0.06531446968499474
Arf4	0.06522654760197757
Tm7sf2	0.06521982651767155
Kmt2c	0.06512906808716154
Cdk5rap2	0.06512739195571077
Nsg1	0.06512113579791216
Sfr1	0.06491628395689117
2210018M11Rik	0.06490675913813013
Lypla2	0.06489415871674795
Ranbp2	0.06486881303508614
Znfx1	0.06486864519657808
St13	0.06483714831169446
Pomgnt2	0.0646905346783294
Vwa1	0.06468624982545707
D130020L05Rik	0.06462932386057658
Gprc5c	0.06455006058984841
Cnih2	0.06447291541774826
Sh3tc2	0.06442521783847241
Ascc2	0.06436207704608964
Kdm4a	0.06423363418975853
A630066F11Rik	0.06411786061661494
Smg8	0.06406189572666168
Nup85	0.06403957506976843
Mettl1	0.06399687296716042
Swt1	0.06387495845174629
Nop14	0.06383814256298631
Rnaseh1	0.06383572637757769
Snx3	0.06377421623862566
Rasip1	0.06372865039419974
Slc9a5	0.06366645560650655
Zmym3	0.06365605316608942
Ercc2	0.0635003821596491
Ehmt1	0.06341856116285034
Snx9	0.0633882208490148
Ltc4s	0.06335875013195551
Arl2bp	0.0633491459432489
Ints5	0.06325721564352041
Zfp526	0.06313688057286383
Eri1	0.06298510541172293
Kidins220	0.0629722353397399
Tecr	0.06296670841439284
Vdac2	0.06292839574162026
Get4	0.06281668697115189
Rab1b	0.06278267238107059
Pkn1	0.06277994664934514
Atp11c	0.06258148513805765
Psat1	0.0625029621530764
Stoml1	0.06247661382067836
Gapdh	0.062448265950296455
Slc25a43	0.062431096154871926
Hnrnpm	0.062401144324312235
Ints3	0.06234249568869879
Gstm1	0.06231953495854363
Ltv1	0.06229141165035477
Ece1	0.06219756318775049
Faf1	0.06211719808207124
Lace1	0.062104490741833926
Loh12cr1	0.06207017459263414
4933428G20Rik	0.06204996617839026
Hyal2	0.062001568459468276
Prkd3	0.06198583988187417
Ywhab	0.061979980302371104
C920009B18Rik	0.06194503054176484
Pum1	0.06189172049797146
Ostf1	0.06184001138261248
Myo9b	0.061806812652345014
Rrn3	0.06168888636979986
Golga4	0.06150300807289024
Map4k4	0.061472551858739816
Gosr2	0.061471592767869676
Dennd2a	0.06144473126392377
Gm15446	0.06144416289617696
Acaa1a	0.06137331591385455
Nars	0.0611975981648998
Ankhd1	0.06116962442225803
Slc25a19	0.06112897195204078
Fam118b	0.06109410549501667
Nars2	0.06100691335608362
Gripap1	0.06100491914928007
Mrpl45	0.06094566644172742
Ypel5	0.06091855191792211
Ulk3	0.06077765791855438
Smn1	0.06065211837814847
Dlgap4	0.06064262532615544
Tpp2	0.06060344606036862
Rps10	0.0605984672039969
Thra	0.060543640344328305
Alkbh7	0.060481737782237206
Rprd2	0.06041826670456148
l7Rn6	0.06025726311901446
Gne	0.06020500706606132
Hlcs	0.060127826820000486
Parp12	0.06008708494976614
Cep76	0.06007156921529478
Papolg	0.059928186410372064
Reep4	0.059898796576080354
Ctsb	0.05975941286911032
H2afy2	0.05973887280915386
Lrrc47	0.05972197263788887
Shprh	0.05971637976888326
Rpl7l1	0.05968057532365468
Aspscr1	0.05967030082300626
Numb	0.05966194016130876
Echdc1	0.0596341203484376
Cryl1	0.0594768122748923
Pcnx	0.059433329563768886
Trap1	0.05940917758874541
Fastk	0.05938179678109963
Nek7	0.05935846195977424
Klf7	0.0593005525999555
Gm14420	0.059250887074218474
2010320M18Rik	0.05925065091022958
Grb10	0.05916641240811805
Bax	0.059077221780706096
Dusp19	0.059067779091207744
Mpv17l	0.059018411202649494
Wdpcp	0.0590154203571845
Myo6	0.05898393360073247
Oxnad1	0.058914204253124346
Mettl3	0.05880127746342579
Tlcd1	0.058790094568527095
Mrpl2	0.058683695065457224
Stambp	0.05850821503121382
Ahcyl1	0.05843712957667738
Bpgm	0.05838177738639029
Cnppd1	0.05832722881677172
Ctu2	0.058219912958007485
Baz2a	0.05818880117673392
Yipf2	0.058168057972212986
Serbp1	0.05802206961641993
Akr7a5	0.057984968498203136
Pbld1	0.05788627426704413
Tcta	0.05784083407717519
Psmd12	0.05782692277850102
Usp34	0.057793176408407664
Uchl5	0.057785602926677206
Cenpw	0.05772355786300664
Med29	0.05766064262281205
Tmem208	0.05765942870391419
Procr	0.05762913121087533
Thoc5	0.05757726557491583
Lrrc8b	0.05756853866817604
Taf7	0.057403209456097656
Slc25a5	0.05737241605321991
Thap3	0.05730577713587719
BC037704	0.05723255729438501
Pam16	0.05719954355998064
Zfp668	0.05718787148458672
Dicer1	0.057175147061081386
Swap70	0.05703221078227627
Usp10	0.05701840219195063
Atn1	0.05696158623860552
Dhx37	0.056922555655937554
Micu2	0.056907571792443934
Cplx2	0.056892661354457856
Mlst8	0.056843853761719645
Sympk	0.05674641852493241
Cyb5d2	0.05659564511692122
St3gal1	0.056551552234763484
1700034P13Rik	0.05652736402485093
Txndc11	0.05639755163044839
Arf5	0.05631246684434201
Lemd2	0.05628504396531092
Akr1c13	0.05628279272967745
Slc36a4	0.05628068385386686
Rhoq	0.05627830963325249
Casp9	0.056228825166509615
Golga7	0.056217554593808644
Nipsnap3b	0.05617595058123924
Bad	0.05613936647329484
Hn1	0.056122449048065924
Sf3a2	0.05612239942950544
A730020E08Rik	0.05600947899780091
Rfxap	0.05592704439346268
Tbpl1	0.055876976100254314
Gtpbp8	0.055765129535767136
Fam134c	0.05576027517895751
Lins	0.05566090587041946
R3hdm1	0.05556210749479573
Arfgap2	0.055482054437965646
Hmg20b	0.05540867853869376
Tex2	0.05530512984057751
Lysmd3	0.055209573263016086
Golga2	0.05520538810553897
Ppp1r12c	0.055152530798119964
Cul9	0.05504868603169346
Dmxl2	0.05504593969206543
Ubap2	0.05504258928060583
Vcl	0.05502191990262134
Bloc1s3	0.05501527365798807
Lactb	0.05498881730431558
Setd7	0.05493029703254795
Zfml	0.05479838803265548
Gm15350	0.05478042407523502
Ctbp2	0.054765241806328704
Rnf126	0.05473653975911871
AI314180	0.05471271127312457
Ruvbl2	0.05469215082159097
Ilkap	0.05465489416042423
U2af2	0.0545549881306626
1500011B03Rik	0.05451664594748657
Mvb12a	0.05450432214561509
Wdr18	0.05449380233473287
Ppp1r12a	0.05446288667489853
Nenf	0.05427188488689169
2210016L21Rik	0.054251719604003885
Irf2bp2	0.05424705853113969
D10Jhu81e	0.05416993209024169
4930519G04Rik	0.05406359685382306
3010026O09Rik	0.0540621181596644
Psmb2	0.05405439123688786
Vps37b	0.05403092577393844
Gramd1a	0.05399700746595738
Adarb2	0.053994209247893936
Clcf1	0.05397539012018801
Ppp2r4	0.05393332944589306
Syncrip	0.053734594325131384
Dhx9	0.053715794926274846
Lsm8	0.05368080256913368
Zbtb7b	0.05365727023283185
Sox13	0.05363229886647445
Rgs19	0.053612266096887636
Abl1	0.053526887349858145
Slc22a23	0.053511932044660836
Ctnnbl1	0.05351096286238173
Slc7a7	0.0534532549242545
Casp7	0.05332902988613156
Ap5z1	0.05328594290241497
Gk5	0.053176027661271864
Snw1	0.053032680153045374
Acadm	0.05300339019534842
Serinc1	0.052976334255275655
Ifnar2	0.052972682931455385
Hnrnph2	0.052956629668046616
Vti1a	0.05295387564301435
Lrrk1	0.05291248220665487
Dennd6b	0.052862994630612024
Hprt	0.052843935444378494
Rnf111	0.0528411266805507
Epc1	0.052771849235130314
1110051M20Rik	0.05272756438577021
Eci1	0.05270843067092056
Mad1l1	0.052696385837240775
Vsig2	0.05263648366121937
Zfp37	0.0525856604199383
Pigq	0.05244017224238764
Fkbp15	0.052422358524827135
0610031J06Rik	0.052419222850607496
