,logFC,AveExpr,t,P.Value,adj.P.Val,B
LOC103691933,-0.168811923,3.566585747,-0.073589837,0.942667321,0.999996286,-4.598870609
Efcab7,0.160142615,3.328698713,0.073573799,0.942679791,0.999996286,-4.598423669
LOC103693875,0.141738924,2.52059423,0.073559792,0.942690682,0.999996286,-4.597229591
Slc25a27,0.186344387,3.74396603,0.073553296,0.942695733,0.999996286,-4.599233251
Zfp18,0.219176217,4.658076957,0.073549036,0.942699045,0.999996286,-4.601359529
Nsmce1,-0.187067912,3.967130473,-0.073540084,0.942706007,0.999996286,-4.599723027
LOC103692220,0.160087034,3.489531549,0.073533589,0.942711057,0.999996286,-4.598720931
Mpdz,0.321526988,7.226012858,0.073532523,0.942711885,0.999996286,-4.60493216
Hsdl2,0.207365982,4.539207583,0.073495626,0.942740575,0.999996286,-4.601074164
Npas2,0.225428091,4.79346339,0.07347982,0.942752865,0.999996286,-4.601684709
Zfp287,0.21345051,4.612165973,0.073477539,0.942754639,0.999996286,-4.601248358
Scarf2,-0.347239414,7.895266914,-0.073475153,0.942756494,0.999996286,-4.60472346
LOC102554095,0.154910839,3.077985805,0.073454742,0.942772364,0.999996286,-4.5980012
Wdr59,0.261099681,5.673185829,0.073449681,0.9427763,0.999996286,-4.603601235
Cyb561,0.092222447,-0.473339452,0.073440172,0.942783693,0.999996286,-4.595557627
Six1,-0.249075453,5.562883064,-0.073438465,0.942785021,0.999996286,-4.603395706
Slc25a40,0.151847191,3.071530097,0.073435172,0.942787582,0.999996286,-4.597990849
Dnajc30,0.174792758,3.865947113,0.073427331,0.942793678,0.999996286,-4.599496331
Dicer1,0.305969715,6.822644823,0.073423869,0.94279637,0.999996286,-4.604893223
Vps13c,0.281898755,6.258719024,0.073406712,0.942809711,0.999996286,-4.604484633
Stambpl1,-0.171741093,3.467668731,-0.073402771,0.942812775,0.999996286,-4.598679791
Plgrkt,-0.137032745,2.813881423,-0.073395207,0.942818656,0.999996286,-4.597606586
Orc3,0.278286457,6.109848629,0.073387403,0.942824724,0.999996286,-4.604299772
Dennd3,-0.250222868,5.447827249,-0.07331706,0.942879421,0.999996286,-4.603168302
Higd2a,-0.170190909,3.631497596,-0.073308625,0.94288598,0.999996286,-4.599001749
Scn2b,-0.240508872,5.267638715,-0.07328466,0.942904615,0.999996286,-4.602788142
Ccdc25,-0.203697094,4.42876522,-0.073276816,0.942910714,0.999996286,-4.600807216
mrpl24,-0.22245758,4.783997346,-0.073249267,0.942932135,0.999996286,-4.601662292
Tmem179b,0.209213926,4.515804665,0.073177058,0.942988283,0.999996286,-4.601018343
Eif2s3y,-0.235458511,5.152468068,-0.073158382,0.943002804,0.999996286,-4.602529747
Birc6,0.365923093,8.16248505,0.073138297,0.943018422,0.999996286,-4.604582312
Zc3h8,-0.195642013,4.310290719,-0.073131337,0.943023834,0.999996286,-4.600524307
Csrnp2,-0.199665688,4.263381344,-0.073112237,0.943038686,0.999996286,-4.600411713
Ubr1,0.275924698,6.072733597,0.073093757,0.943053056,0.999996286,-4.604247903
Arhgap31,0.267341409,6.030089465,0.073091731,0.943054631,0.999996286,-4.604187048
Dnlz,0.197999558,4.129243786,0.07307508,0.943067578,0.999996286,-4.600096219
Lsm4,-0.234771234,5.002712283,-0.073053065,0.943084697,0.999996286,-4.602183868
LOC100360380,0.134728847,2.681682129,0.073041058,0.943094034,0.999996286,-4.59742913
Cdkn1a,0.323844924,6.858598556,0.073038378,0.943096117,0.999996286,-4.604905182
Nipa1,-0.132640345,2.589830288,-0.073018534,0.943111548,0.999996286,-4.597313205
Serf2,-0.32457983,7.414002815,-0.072986003,0.943136844,0.999996286,-4.604900765
LOC103693092,0.118930845,2.143906192,0.072978506,0.943142674,0.999996286,-4.596829348
Gramd3,-0.244537206,5.434896038,-0.072974931,0.943145453,0.999996286,-4.60314322
Glipr2,-0.157208541,3.442372434,-0.072969225,0.94314989,0.999996286,-4.598632579
Bai1,-0.249638542,5.548752247,-0.072938039,0.94317414,0.999996286,-4.603368789
Zfp39,0.18615791,3.947272374,0.072933126,0.94317796,0.999996286,-4.599678174
Dusp6,-0.137408802,3.037018558,-0.072928492,0.943181564,0.999996286,-4.597936413
Dcp1a,0.247186701,5.302774835,0.07288592,0.943214667,0.999996286,-4.602863981
Med31,-0.166813835,3.578912217,-0.072771815,0.943303395,0.999996286,-4.598895724
Sertad3,-0.183394601,3.900399831,-0.072766643,0.943307417,0.999996286,-4.59957272
Mpp6,-0.275241958,6.111922283,-0.072732965,0.943333605,0.999996286,-4.60430362
Mrc2,-0.37703848,8.746339148,-0.072726197,0.943338868,0.999996286,-4.604201558
Cdc73,0.208523608,4.476831224,0.072701256,0.943358262,0.999996286,-4.600924023
Pak3,-0.216071008,4.825216336,-0.072699728,0.94335945,0.999996286,-4.601762256
Ppp1r21,-0.203731168,4.496970974,-0.072684087,0.943371613,0.999996286,-4.600972774
Dgcr6,0.17531464,3.74757582,0.072650048,0.943398082,0.999996286,-4.599241521
Igsf8,-0.229095249,4.850449607,-0.072636694,0.943408466,0.999996286,-4.601823386
Rfng,-0.211530501,4.653922089,-0.072607628,0.943431068,0.999996286,-4.601350363
Yae1d1,0.232807722,5.09570934,0.072502281,0.943512988,0.999996286,-4.602401415
Ccs,-0.199238316,4.391190961,-0.072492156,0.943520861,0.999996286,-4.600718013
Trpm4,-0.21076785,4.654103887,-0.072484914,0.943526492,0.999996286,-4.601350928
Wfikkn1,-0.092966289,1.737534797,-0.072477455,0.943532293,0.999996286,-4.596482423
Crim1,0.348363029,8.023140044,0.072471986,0.943536546,0.999996286,-4.604660254
Zc3hav1,-0.177557543,4.004999511,-0.072455614,0.943549276,0.999996286,-4.599810092
Manea,0.220824339,4.939367027,0.072434054,0.943566042,0.999996286,-4.602034849
Rbak,0.190800489,4.075189713,0.072409162,0.943585399,0.999996286,-4.599970115
Chtf18,-0.195321196,4.110468262,-0.072381837,0.943606647,0.999996286,-4.600052531
Lgals1,-0.297645173,6.783733747,-0.072378092,0.943609559,0.999996286,-4.604880472
Pomk,-0.248311209,5.517358406,-0.072363015,0.943621284,0.999996286,-4.603307266
Zbtb41,0.271703953,6.056786203,0.072362056,0.943622029,0.999996286,-4.604226135
Srp72,0.2434443,5.256930264,0.072338863,0.943640065,0.999996286,-4.602766507
Atp6v1b2,-0.254336125,5.612907927,-0.07233724,0.943641327,0.999996286,-4.603492869
Orc4,0.246022622,5.46932158,0.072331561,0.943645743,0.999996286,-4.603212209
Svil,0.310860349,7.27911499,0.072317758,0.943656477,0.999996286,-4.604927376
Med16,-0.217768985,4.813501227,-0.072315318,0.943658375,0.999996286,-4.601734219
Arpc4,-0.260198969,5.806793343,-0.072310736,0.943661938,0.999996286,-4.603838037
Kctd4,0.239381965,5.311648262,0.072302105,0.943668649,0.999996286,-4.602883852
LOC100910821,-0.219891203,4.781283151,-0.072273022,0.943691265,0.999996286,-4.601656825
Ssc5d,-0.273734405,6.117562006,-0.072249475,0.943709576,0.999996286,-4.604312198
Fam32a,-0.265670868,5.912133344,-0.0722475,0.943711111,0.999996286,-4.604010377
Wdr25l,-0.137142864,2.780326419,-0.072226214,0.943727665,0.999996286,-4.597560807
Fbxw7,-0.191924491,4.004555146,-0.072219829,0.94373263,0.999996286,-4.599809273
Akt1,-0.358414526,8.300975642,-0.072199082,0.943748763,0.999996286,-4.604501112
Tmem180,-0.175033004,3.592163543,-0.072186845,0.943758279,0.999996286,-4.598922621
Supt3h,0.253903384,5.58754232,0.072172163,0.943769697,0.999996286,-4.603445625
LOC100912659,0.123822478,2.654943401,0.07216645,0.943774139,0.999996286,-4.597394958
Akr7a2,-0.191581118,4.36541382,-0.072158018,0.943780696,0.999996286,-4.600657308
Blm,0.234123408,5.239157133,0.072106053,0.943821106,0.999996286,-4.602728379
Naa60,-0.259128825,5.924302323,-0.072090786,0.943832978,0.999996286,-4.604030132
Kcnn1,0.164668432,3.396523839,0.072036261,0.94387538,0.999996286,-4.598547267
Naprt1,-0.169355497,3.734768829,-0.07201371,0.943892916,0.999996286,-4.599214779
Cntrl,0.272742072,6.203803366,0.071995975,0.943906708,0.999996286,-4.604421331
Ubox5,-0.180217269,3.883938146,-0.071957527,0.943936607,0.999996286,-4.59953688
Med28,-0.212694116,4.718838359,-0.071956376,0.943937502,0.999996286,-4.601508104
LOC103692676,-0.081031056,0.851600508,-0.071945203,0.943946191,0.999996286,-4.595962305
Myo5a,0.272967773,6.245507793,0.071905187,0.94397731,0.999996286,-4.604471087
Stag1,0.302105219,6.882341016,0.071849499,0.944020616,0.999996286,-4.604912434
Tfb2m-2,0.150640699,3.272136269,0.071845561,0.944023678,0.999996286,-4.598325793
Cenpb,-0.266815111,6.10152654,-0.0718371,0.944030258,0.999996286,-4.604290413
Anapc16,0.224394885,4.999841195,0.071809266,0.944051903,0.999996286,-4.602178411
Efnb2,-0.265033559,5.968087946,-0.071806225,0.944054268,0.999996286,-4.604099181
Twistnb,0.240058832,5.357086018,0.071795393,0.944062691,0.999996286,-4.602981297
Zfp518a,0.202457648,4.550781856,0.071763399,0.944087572,0.999996286,-4.60110313
Rfc2,-0.19524041,4.119853264,-0.071750178,0.944097854,0.999996286,-4.600075215
Lrba,0.247090488,5.659136217,0.071725288,0.94411721,0.999996286,-4.60357794
Gmnn,-0.150251595,3.160711476,-0.07171518,0.94412507,0.999996286,-4.598135789
Dram2,0.210243743,4.625509397,0.071694094,0.944141468,0.999996286,-4.601282193
LOC102551435,-0.08618621,1.348745763,-0.071687008,0.944146979,0.999996286,-4.596219176
Gmps,0.276075323,6.275379901,0.071684096,0.944149244,0.999996286,-4.604506498
RGD1306091,0.177133726,3.49981633,0.071675685,0.944155785,0.999996286,-4.598741592
Agps,0.247317849,5.517149826,0.071663,0.944165649,0.999996286,-4.603307752
Zxdc,0.217637981,4.967865859,0.071645492,0.944179264,0.999996286,-4.602102933
Cacna1a,0.185125975,3.967690348,0.071636129,0.944186546,0.999996286,-4.599725702
Nlrx1,-0.177167387,3.74795002,-0.071624035,0.944195951,0.999996286,-4.599242984
Nid2,-0.394011455,9.052698449,-0.07161777,0.944200824,0.999996286,-4.603975981
Hexa,-0.297670753,6.953053331,-0.071611446,0.944205741,0.999996286,-4.60492729
Traf1,0.104949605,2.358924451,0.071598791,0.944215583,0.999996286,-4.597047885
Apbb1,-0.209994785,4.735969234,-0.071573528,0.944235229,0.999996286,-4.601549022
Helz2,0.161521489,3.484222642,0.07157247,0.944236052,0.999996286,-4.598711985
Tuba1a,-0.293245747,6.741579629,-0.071555816,0.944249003,0.999996286,-4.604865046
Zscan30,0.20486048,4.481823048,0.071552278,0.944251754,0.999996286,-4.600937111
Ets1,-0.275156752,6.262590051,-0.071521076,0.94427602,0.999996286,-4.60449204
Mb21d1,-0.084542617,1.464870962,-0.071505711,0.944287969,0.999996286,-4.59629147
Slc8a3,-0.316858129,7.175880657,-0.071490286,0.944299964,0.999996286,-4.604939298
Efna1,-0.219600112,5.010599725,-0.071485752,0.944303491,0.999996286,-4.602204454
LOC100911299,-0.204180331,4.538776847,-0.071436073,0.944342125,0.999996286,-4.601075087
Agrn,-0.327700709,7.615498825,-0.071400214,0.944370012,0.999996286,-4.60484323
Aff1,0.257282509,5.810623576,0.071384347,0.944382351,0.999996286,-4.603845589
Agap3,-0.281333036,6.452579363,-0.071377006,0.94438806,0.999996286,-4.60468125
Tmem19,0.148856054,3.182169972,0.071374492,0.944390015,0.999996286,-4.598171563
LOC316820,0.12306166,2.536477231,0.071366758,0.94439603,0.999996286,-4.59724926
LOC691807,0.278774243,6.023124902,0.071364085,0.944398109,0.999996286,-4.60417948
LOC100912066,0.078733869,1.356976376,0.071340659,0.944416327,0.999996286,-4.596224174
Rab23,0.270002861,6.154496445,0.071331566,0.944423399,0.999996286,-4.604361834
Pfkfb3,-0.290586119,6.30587817,-0.071316729,0.944434937,0.999996286,-4.604541673
Simc1,0.252770542,5.75060438,0.071270633,0.944470786,0.999996286,-4.603743322
Zfp358,-0.21232936,4.751753237,-0.071263829,0.944476077,0.999996286,-4.601586967
Mthfd1,0.222220608,5.048917123,0.071255961,0.944482196,0.999996286,-4.602295567
Rspo2,0.106761599,2.039260257,0.07124573,0.944490153,0.999996286,-4.596732878
Zfp184,-0.136891323,2.767759123,-0.071241825,0.944493189,0.999996286,-4.597544126
Rnf157,0.280431839,6.432116392,0.07123938,0.944495091,0.999996286,-4.604663174
LOC103691479,0.204906254,4.945074029,0.071193737,0.944530587,0.999996286,-4.602049719
Apbb2,0.313500003,7.365022677,0.071182667,0.944539196,0.999996286,-4.604914585
Ppp1r9b,-0.302877065,7.005648142,-0.071176551,0.944543953,0.999996286,-4.604936097
Wbp5,-0.317640235,7.349303732,-0.071169564,0.944549387,0.999996286,-4.604917588
Cmtm6,-0.227825192,5.082791953,-0.071163186,0.944554347,0.999996286,-4.602373748
Doc2g,-0.118503919,2.52856555,-0.071123073,0.944585543,0.999996286,-4.597239882
Fmn1,-0.15694435,3.045296305,-0.071119076,0.944588651,0.999996286,-4.597950265
LOC102555919,-0.129898354,2.756776462,-0.071110718,0.944595151,0.999996286,-4.59752939
Glis2,-0.292379296,6.780112431,-0.071108391,0.944596961,0.999996286,-4.604880973
LOC682571,-0.16044886,3.471071784,-0.071103434,0.944600816,0.999996286,-4.598687463
Cyp1a1,-0.144692944,3.106766042,-0.071087077,0.944613537,0.999996286,-4.598048434
Stbd1,-0.130025154,2.872217417,-0.071080404,0.944618726,0.999996286,-4.597690245
Itm2a,-0.417026994,9.70033447,-0.071064814,0.944630851,0.999996286,-4.603460633
Snrnp48,0.230379631,5.088865176,0.071062422,0.944632711,0.999996286,-4.602387568
Gstt3,0.210794533,4.643929129,0.071056743,0.944637128,0.999996286,-4.601327473
Tnrc6a,0.335662531,7.741738819,0.071037078,0.944652422,0.999996286,-4.604796028
Spg21,-0.212848446,4.708751327,-0.071035763,0.944653444,0.999996286,-4.601485119
Lrrc8d,-0.219330688,5.098556736,-0.071021733,0.944664355,0.999996286,-4.602409555
LOC681410,-0.314151624,7.326423848,-0.071014407,0.944670053,0.999996286,-4.604921796
Tmem88,-0.067829584,1.135165786,-0.07096608,0.944707637,0.999996286,-4.596099472
Sv2a,-0.192602358,4.172289659,-0.070963348,0.944709762,0.999996286,-4.600199863
Dhx32,-0.162649312,3.441738863,-0.070954981,0.944716269,0.999996286,-4.598632488
Ip6k3,0.088107657,1.466844658,0.070948472,0.944721331,0.999996286,-4.596292849
Zxdb,-0.166826551,3.671508792,-0.07094804,0.944721667,0.999996286,-4.599084104
Tnfaip3,0.160890424,3.393326531,0.070939159,0.944728574,0.999996286,-4.598541944
Eri1,0.244094407,5.523042803,0.070938532,0.944729061,0.999996286,-4.603320318
Znhit2,-0.121076827,2.6615339,-0.070924531,0.94473995,0.999996286,-4.597403844
Met,-0.144767513,3.163810138,-0.070910195,0.9447511,0.999996286,-4.598141299
Gorasp2,-0.202173626,4.447140319,-0.070897418,0.944761037,0.999996286,-4.600853465
Mylpf,-0.139029981,2.268784587,-0.070894033,0.944763669,0.999996286,-4.596953327
Rnft1,0.269431443,6.09121181,0.070875058,0.944778426,0.999996286,-4.604277422
Ptk7,-0.348145724,8.077393995,-0.070845952,0.944801063,0.999996286,-4.604633875
Fuca2,-0.224181307,5.069741472,-0.070825243,0.944817168,0.999996286,-4.602344719
LOC103692310,0.184753461,3.914013301,0.070775794,0.944855626,0.999996286,-4.599604509
Vash2,-0.242343561,5.668428107,-0.070771125,0.944859257,0.999996286,-4.60359626
Depdc7,-0.120219161,2.547636182,-0.07076829,0.944861462,0.999996286,-4.59726289
Tp53bp2,0.238211837,5.474812752,0.070752723,0.944873568,0.999996286,-4.603225142
Sepsecs,0.211132788,4.641732983,0.070747708,0.944877469,0.999996286,-4.601322422
LOC681282,-0.17164745,3.84811174,-0.070735825,0.944886711,0.999996286,-4.599459375
Cep57l1,0.223042726,5.003438298,0.070712948,0.944904503,0.999996286,-4.602188188
MGC109340,-0.185073588,4.20490658,-0.070699173,0.944915216,0.999996286,-4.600275717
Gtf3a,-0.162176137,3.688673958,-0.070696164,0.944917557,0.999996286,-4.599119513
Sgtb,0.185718623,4.052893804,0.070693647,0.944919513,0.999996286,-4.599920092
Rmi1,0.277215602,6.388044019,0.070689231,0.944922948,0.999996286,-4.604623631
Szrd1,-0.29092384,6.823236307,-0.070674309,0.944934554,0.999996286,-4.604897634
Tssk4,0.181735763,4.052029958,0.070657824,0.944947374,0.999996286,-4.59991813
Thada,0.259381529,5.928523174,0.070646014,0.94495656,0.999996286,-4.60403892
Gpr116,-0.218363373,4.864560704,-0.070615527,0.94498027,0.999996286,-4.601859704
Rfx3,0.230341175,5.130083584,0.070609195,0.944985195,0.999996286,-4.602481974
Flrt2,-0.306940905,7.257448747,-0.070602894,0.944990095,0.999996286,-4.604932719
LOC102547353,0.121363133,2.992679517,0.070601919,0.944990853,0.999996286,-4.597868794
Mon2,0.333637542,7.804109314,0.070572266,0.945013916,0.999996286,-4.604769446
Pard6g,0.15485256,3.479791162,0.070568299,0.945017001,0.999996286,-4.598704169
Itgb3bp,-0.130995023,2.726221694,-0.070561043,0.945022644,0.999996286,-4.597488757
LOC103693430,-0.131316933,2.74811725,-0.070548054,0.945032746,0.999996286,-4.59751802
Mcmdc2,0.176360258,3.783274264,0.070477874,0.945087327,0.999996286,-4.599319558
Epc1,0.273761224,6.357302001,0.07044678,0.945111511,0.999996286,-4.604594273
Syt5,-0.10021939,2.006221732,-0.070438166,0.945118211,0.999996286,-4.596703635
RGD1305938,0.233484946,5.349564639,0.070398525,0.945149041,0.999996286,-4.60296686
Ech1,0.237483004,5.614158454,0.070392221,0.945153944,0.999996286,-4.603497663
Ubiad1,-0.208960699,4.712687794,-0.070389751,0.945155865,0.999996286,-4.601495177
Zfp385b,0.26737546,6.251802082,0.070349025,0.945187539,0.999996286,-4.604480845
Tmem29,0.164622053,3.507081403,0.070341108,0.945193697,0.999996286,-4.59875627
Fah,0.113594521,2.354142484,0.070305861,0.94522111,0.999996286,-4.597043107
Trib1,-0.13794169,3.009882517,-0.07028079,0.945240609,0.999996286,-4.597895315
Akap12,0.249440933,5.919468028,0.070277703,0.94524301,0.999996286,-4.604024862
Mcm8,0.142519298,3.003089969,0.070237572,0.945274222,0.999996286,-4.597884878
Neil1,0.157333491,3.440058779,0.070233454,0.945277425,0.999996286,-4.59862969
Bag2,0.174152105,3.873892857,0.070194872,0.945307432,0.999996286,-4.599515981
Farp2,0.253452999,5.698319859,0.070174851,0.945323004,0.999996286,-4.603650741
Wnt5b,-0.21206835,4.841998908,-0.07015866,0.945335597,0.999996286,-4.601805589
Epha1,0.090990537,1.634402052,0.070132968,0.945355579,0.999996286,-4.596406948
LOC102551451,0.131289277,2.881872181,0.070127442,0.945359877,0.999996286,-4.597704597
Lamb1,-0.315180807,7.367243318,-0.070116468,0.945368412,0.999996286,-4.604915766
Ska2,-0.187161166,4.164122512,-0.070106493,0.94537617,0.999996286,-4.600181318
Mea1,-0.234550734,5.426226603,-0.070036687,0.945430463,0.999996286,-4.60312972
Gemin7,-0.07592195,1.438218343,-0.070035246,0.945431584,0.999996286,-4.596274653
Eme1,0.124510925,2.539885447,0.070032978,0.945433347,0.999996286,-4.597253791
Il11ra1,-0.253762217,5.960991742,-0.069989168,0.945467422,0.999996286,-4.604091211
Unc5c,0.327783417,7.798642306,0.069987469,0.945468743,0.999996286,-4.604772708
Cryzl1,0.120859158,2.525055739,0.069962705,0.945488004,0.999996286,-4.597236082
Rab11fip4,0.340776781,8.078075046,0.069951704,0.94549656,0.999996286,-4.604634809
LOC102548522,0.103797902,2.071450967,0.069930549,0.945513014,0.999996286,-4.596762356
LOC102548320,0.250884504,5.835689551,0.069911803,0.945527594,0.999996286,-4.60388888
Chaf1a,-0.249972939,5.700129375,-0.069886983,0.945546898,0.999996286,-4.603654378
Pno1,-0.18781256,4.227660167,-0.069845859,0.945578884,0.999996286,-4.600329875
Slc22a17,-0.283093354,6.697859374,-0.069827205,0.945593392,0.999996286,-4.60484767
Slc39a10,-0.245174894,5.645392304,-0.069780833,0.945629459,0.999996286,-4.603555299
Bhlhe40,-0.248024916,5.383956052,-0.069779452,0.945630534,0.999996286,-4.603041161
Npas1,0.071667571,-0.350319898,0.069745125,0.945657232,0.999996286,-4.595583641
Lgr4,0.316322023,7.549702857,0.069714675,0.945680916,0.999996286,-4.604868367
Tdrd7,-0.193848134,4.41583359,-0.069709993,0.945684558,0.999996286,-4.600779551
LOC102551073,0.07838573,0.914882884,0.069695578,0.94569577,0.999996286,-4.595991238
Zfp280b,-0.149709832,3.212613674,-0.069683054,0.945705511,0.999996286,-4.598223769
LOC100364500,-0.087841988,-0.731341133,-0.069668626,0.945716733,0.999996286,-4.595509226
